belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return
,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",114146,fr,"\"A science fantasy film that deals with an extraordinary race to the north pole by rival parties of balloonists. Based on the novel \"\"The Adventures of Captain Hatteras\"\" by Jules Verne.\"",0.462066,"[{'name': 'Star-Film', 'id': 7159}, {'name': 'Georges Méliès', 'id': 37046}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1912-01-01,0,33.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Conquest of the Pole,6.6,5,1912,0.0
,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",32593,en,"Snow White's mother dies during childbirth, leaving baby Snow and father John for dead on an icy field, who then receives a visit from one of Satan's representatives, granting him three wishes.",5.885524,"[{'name': 'Hallmark Entertainment', 'id': 4056}, {'name': 'Babelsberg International Film Produktion', 'id': 40650}, {'name': 'Sextant Entertainment Group', 'id': 73728}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-28,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Deception never looked so sweet,Snow White: The Fairest of Them All,5.3,52,2001,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",80303,ja,"Comedy about a group of chemistry students who organize a cheating scam during their final exams. Amuro Namie, the top pop music sensation, plays one of the students.",0.142684,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1996-08-10,0,98.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,That's Cunning! Shijo Saidai no Sakusen?,5.5,4,1996,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",348391,en,"Frustrated by the hypocrisy they see in their parents, teachers, and the entire school board, an unlikely trio set out to find a common truth and make their voices heard as they revive a defunct school club and take on the world.",1.506112,"[{'name': 'Sycamore Pictures', 'id': 14319}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-07,0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life is a stage. Find your voice. Change the world.,Speech & Debate,6.3,13,2017,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",382751,en,"Set against a backdrop of the Israeli-Palestinian conflict, Palestinian rapper Kareem and his singer girlfriend Manar struggle, love and make music in their crime-ridden ghetto and Tel Aviv's hip-hop club scene.",0.233651,[],[],2016-02-13,0,97.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,Junction 48,8.0,2,2016,0.0
,0,[],285755,en,"On April 9, 1948, a Jewish militia entered the Palestinian village of Deir Yassin and killed over 100 villagers. Soon after, a mental hospital was built on the ruins. The first patients to be committed were Holocaust survivors. A legend says that to this day, the survivors have been communicating with the ghosts of the village. Forgiveness tells the story of David Adler, a 20-year old American-Israeli who decides to move back to Israel, only to find himself committed to a mental institution that sits on the ruins of a Palestinian village called Deir Yassin. Flashbacks and flashforwards reveal the events that led up to his hospitalization.",0.007524,[],[],2006-08-08,0,97.0,[],Released,,Forgiveness,0.0,0,2006,0.0
,500000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",401132,en,"Aliens invade, this time delivering a clear ultimatum. The fate of humanity hangs in the balance as the U.S. President and citizens decide if these aliens are to be trusted ...or feared.",1.565396,"[{'name': 'Asylum, The', 'id': 3991}, {'name': 'Slightly Distorted Productions', 'id': 77827}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-07,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The revolution begins, again!",Independents' Day,3.9,25,2016,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",405446,es,"Buenos Aires. Exe, 25 years old, has just lost his job and is not looking for another one. His neighbors and friends seem as odd to him as they always do. Online, he meets Alf, a boy from Mozambique who is also bored with his job and who is about to follow Archie, another boy who has run away into the jungle. Through the dense vegetation of the forest, Archie tracks ants back to their nest. One of them wanders off course and comes across Canh, a Filipino, sitting on top of a giant heap of earth and who is about to go back to his strange, beautiful home town, where he too has a miserable job.",0.484825,[],"[{'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'BR', 'name': 'Brazil'}]",2016-08-19,0,96.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Human Surge,10.0,1,2016,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",458506,en,A mockumentary that chronicles the prevalence of doping in the world of professional cycling.,9.560421,"[{'name': 'HBO Films', 'id': 7429}, {'name': 'VER', 'id': 90624}, {'name': 'Legends of Sport', 'id': 90625}, {'name': 'Cineverse', 'id': 90626}, {'name': 'Media Services', 'id': 90627}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-08,0,41.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Tour de Pharmacy,6.8,36,2017,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",260969,ru,Drama film about different lifes of twin brothers.,0.102196,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'SU', 'name': 'Soviet Union'}]",1988-01-01,0,101.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Kerosene Salesman's Wife,7.0,2,1988,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",51871,fr,"Teachers in a rural school, happy couple Fiona and Dom have a common passion: Latin Dancing. One night, after a glorious dance competition, they have a car accident and see their lives turn upside down. Rumba or how optimism and humour can overcome fatality!",0.584246,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",2008-09-10,0,77.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Rumba,5.6,7,2008,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",65104,en,"The genre of the film DUST could be called fantastic realism or existential drama with elements of the fantastic. Dust means the haste in which people live. Dust is a common misconception, the natural clogging up of the brain. Specks of dust how scientists perceive people, scientists who think they know more than anyone else about the universe.",0.901892,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2005-06-17,0,107.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Dust,5.4,9,2005,0.0
"{'id': 400500, 'name': 'Чебурашка и крокодил Гена', 'poster_path': '/epKHY3ZHJkTF7U3YAXCrjtmnC99.jpg', 'backdrop_path': '/zBStJBeBsnRMTyCLBSWlhLWB4XW.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",79701,ru,First animation about Gena and Cheburashka.,0.881504,[],[],1969-12-30,0,20.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Gena the Crocodile,6.7,7,1969,0.0
,0,"[{'id': 878, 'name': 'Science Fiction'}]",419786,en,"After Martha Jones parts company with the Doctor, his TARDIS collides with another, and he comes face to face with one of his previous incarnations.",0.434906,[],[],2007-11-16,0,8.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Doctor Who: Time Crash,8.0,12,2007,0.0
,0,[],298207,de,,0.182403,[],[],2010-11-18,0,,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Der kleine Nazi,6.0,5,2010,0.0
,0,[],429918,ja,A world wide electrical outage occurs. Everything that requires electricity comes to a stop. Tokyo is nearly ruined. Yoshiyuki Suzuki (Fumiyo Kohinata) decides to escape from Tokyo with his family.,0.289307,[],[],2017-05-14,0,117.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Survival Family,5.0,2,2017,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",194097,it,"Betrayed by his girl and best friend, thief Harry Chapman (Lee Van Cleef) takes the fall for a racetrack robbery. While in prison, he is offered a chance to participate in an escape plan. What he doesn't know is that once he is on the outside, the group responsible for the prison break has Harry in their debt and they use him as a hit-man. Naturally, he grows tired of the job and splits because he is hellbent on getting revenge on the former partners. So the mob puts young hit-man Luc (Robert Widmark) on Harry's trail.",0.003748,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1977-11-30,0,85.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Perfect Killer,0.0,0,1977,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",20110,en,Exploring the shared language and poetic sensibilities of all animals.,0.744671,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-05,0,63.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ashes and Snow,7.5,16,2005,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",11193,en,"The phone rings, startling Tomas, who is seated in front of the computer. He feels for the telephone receiver. Tomas is blind. His girlfriend, Francine, tells him that it's all over and she's leaving him. The phone drops back onto the hook. Tomas' mind races back in a dizzying flurry of images to the moment they both met, to the couple's most intimate moments together and to the tiny careless mistakes that eventually lead to the end of their relationship. TRUE is part of a compilation project entitled PARIS, JE T'AIME, in which a number of internationally renowned directors each tell a story in one of Paris' 20 arrondissements.",1.680105,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2004-02-06,0,10.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,True,6.0,13,2004,0.0
,0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",51962,da,"Sensitive 12-year-old Alf is the low man on his class' totem pole, and he's sick of it. Forming a secret, Machiavellian alliance with another student who also has grown weary of being bullied, he hatches a plan to throw a wrench into the well-oiled gears of the school social order. Everything seems to go according to plan, until Alf discovers that turning the tables on his tormentors has its own dire consequences.",0.676825,"[{'name': 'Scanbox', 'id': 8992}, {'name': 'Bullitt Film', 'id': 13209}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",2010-06-03,0,88.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,New day at school. New day in hell.,My Good Enemy,6.0,3,2010,0.0
,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",42642,ru,"A mostly comical tale of all-powerful and wealthy Bavarian prince adventures that started when prince was seeking to deal with the boredom. Joining the Club of Suicide society, he uncovered the mastermind criminal behind it, and vowed to get rid of him by any means necessary, following deaths of several servants when dreaded president of club makes dashing escape. During that point, story changes into nearly second movie, as prince has to uncover yet another crime.",0.218615,"[{'name': 'Lenfilm', 'id': 10845}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1979-01-01,0,206.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Adventures of Prince Florisel,6.5,4,1979,0.0
,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",256520,en,"Inspired by Edmond Rostand's play Cyrano de Bergerac, 8th grader Petya Kopeykin tries to prove everyone that bravery and honor still exist in today's world.",0.916141,"[{'name': 'Gorky Film Studio', 'id': 3681}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1978-01-01,0,87.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,When I Will Become a Giant,6.0,2,1978,0.0
,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",382995,en,,3e-06,"[{'name': 'Capital Films', 'id': 9290}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-06-03,0,,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,George !,0.0,0,1972,0.0
,0,"[{'id': 10749, 'name': 'Romance'}]",290217,en,"\"In the summer of 1993, timid and shy Zhou Xiao Zhi meets her table partner. Sitting in the classroom’s infamous back row is troublemaker Lin Yi. They go through junior high, high school, and college years together. Lin Yi said to Zhou Xiaozhi: \"\"One day","I’ll take you to a place that only belongs to us.\"\" Fast forward ten years...\"",/7fC54GSyr8KyZ5FimoOqP82JpMn.jpg,"[{'name': 'Enlight Pictures', 'id': 4053}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2014-04-25,76000000,0.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,False,6.0,,0.0
,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",444902,en,"\"Spending the summer at a Catskills resort with her family, Frances \"\"Baby\"\" Houseman falls in love with the camp's dance instructor",Johnny Castle,but there are additional songs from the era that will be featured,"showcasing double the number of musical performances by the stellar cast.\"",11.145052,/itjxxb8I1TfK1H3TGvrs5aJDM9a.jpg,"[{'name': 'Lionsgate Television', 'id': 28523}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-24,0,130.0,Released,A musical re-imagining,,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",54988,en,"Tony Palmer's film, thought lost for almost 40 years, about Leonard Cohen's 1972 European tour, has now been pieced together from almost 3,000 fragments and restored to its former glory. A unique record of a major poet and singer/songwriter at the height of his powers.",1e-06,[],[],1974-07-05,0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bird on a Wire,6.0,2,1974,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",340856,en,A documentary detailing the troubled beginnings of the legendary tv show.,0.334085,[],[],2004-11-23,0,65.0,[],Released,,Seinfeld: How It Began,9.0,1,2004,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",49492,en,"Jogwa actually means alms given to a person, usually known as a jogta or a jogtini. They are forced by the society to give up everything and serve God. A jogta has to give up the fact of being a man and suppress all his desires. This tradition was followed in the rural areas in the ancient times and like any tradition was flexible enough for those in power to misuse it. It is known to be still followed in some villages in Karnataka.Jogwa is a love story between jogta played by Uupendra Limaye and jogtini played by Mukta Barve.",0.00499,[],[],2009-09-25,0,92.0,[],,The Awakening,Jogwa - The Awakening,0.0,0,2009,0.0
,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6029,ru,"Mr. Fortescue, owner of a big company, unexpectedly dies. The autopsy shows that he has been poisoned. Nobody actually loved him, and even his family members had their reasons to kill him. But who really did it? And who is responsable for killing his young servant and his wife within the next couple of days? Of course the only person who can answer this question is Ms. Marple. And of course, the murderer is the person you least expected it to be.",1.002194,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1983-01-01,0,97.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Secret of the Blackbirds,6.8,4,1983,0.0
0.016472,/wcq1a3heYgd8TOuctso0c3Pk4wx.jpg,[],2014-09-10,16.0,Released,,False,0.0,0,0,,,,,,,,,
"{'id': 14246, 'name': 'Sniper Collection', 'poster_path': '/kbXbfY8DZWZmleuiBNxbfFencjp.jpg', 'backdrop_path': '/xmXnB27dZSp1SliHOyTio25P3Il.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",14247,en,"Master Gunnery Sergeant Thomas Beckett is the U.S. Marine Corps' most decorated sniper. His has taken out warlords, drug lords, assassins, and bitter foes. This time, he's going after a friend.",7.046943,"[{'name': 'Destination Films', 'id': 769}, {'name': 'Sandstorm Films', 'id': 2876}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-10-18,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sniper 3,5.2,28,2004,0.0
,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",408755,en,A young woman's faith is put to the ultimate test when she is forced to uncover the truth behind her husband's horrific visions.,1.436852,[],[],2016-08-02,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fear What You Believe,The Binding,4.2,7,2016,0.0
,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",146416,en,A young man and woman meet by chance and experience a night and a morning together. One of the truest and realistic depiction of Russian romance and life.,0.535738,[],[],1966-01-01,0,76.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,A Long and Happy Life,6.0,2,1966,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",83486,ru,"On the eve of his fortieth anniversary Sergei Makarov looks back at his life and learns that he has achieved nothing. He was not able to be happy and to bring happiness to the closest people in his life, neither to his long-suffering wife nor young mistress nor friends nor work... It is about the men who never grew up and could not find themselves in the time of stagnation – gifted, charming, but infantile and lost, they never were able to realize themselves...",0.300037,"[{'name': 'Dovzhenko Film Studios', 'id': 4581}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1982-01-01,0,92.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Flights in Dreams and in Reality,5.3,6,1982,0.0
,0,"[{'id': 878, 'name': 'Science Fiction'}]",314238,en,"On a post-apocalyptic Earth, Leila Dawn (Natalie Floyd), is the only human survivor. Raised by Robots after humanity abandoned the planet they destroyed with nuclear warfare, Leila cannot forget her parents nor ignore her yearning to find other organic life. A hunt she sets out on with Swat Team robot, Marker (Lex Cassar), leads Leila to discover a human disguised as Robot, Ray (Jake Lyall), and the reality she's been denied-a reality that sparks her ultimate quest. PLUG is a short film from acclaimed science-fiction film art director, David Levy (Tron Legacy, Prometheus, Enders Game, Tomorrow Land). It is the first installment of Levy's yet to be produced epic series/feature, which follows Leila on her quest to reunite with humanity and the impossible choices she must make about her allegiances - Human or Robot.",0.495194,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-10-25,0,16.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Plug,5.6,5,2014,0.0
,0,[],298540,en,"A tight knit group of young high school athletes have a terrible crash after winning the state championship -- a catastrophe that will shape all their lives. But as adults, some 15 years later, they come together again for a reunion that will open olds wounds, expose long-hidden secrets -- and pave the road to forgiveness and redemption.",1.276517,[],[],2014-06-21,0,85.0,[],Released,A single moment can change your life forever.,Cru,8.0,2,2014,0.0
,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",355193,en,"Set in the small town of Devil's Gate, North Dakota, the film examines the disappearance of a local woman and her young son. Schull plays an FBI agent who helps the local sheriff search for answers. Partnering with a deputy , they track down the missing woman's husband and find that nothing is as it seems.",1.155504,"[{'name': 'Caramel Film', 'id': 23108}, {'name': 'Mednick Productions', 'id': 61203}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-04-24,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Post Production,,Devil's Gate,7.0,2,2017,0.0
,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",465044,en,"A horror comedy spoofing conspiracy theory moves, girl victim films, and Alien Grey abduction movies.  Melissa rescues a young woman from a mental hospital where no-one believes she is a victim of abduction by aliens. She and a colleague try to prevent the aliens from taking her but a government agent seems to be hot on her trail, and the Alien Greys and their powerful leader, The Hive Queen have no intention of being stopped. An outrageous mix of graphic horror and dark twisted humor.",0.281008,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-06-28,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Horrifically Funny,Abduction,0.0,0,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",390747,en,"How do you put a life into 500 words? Ask the staff obituary writers at the New York Times. OBIT is a first-ever glimpse into the daily rituals, joys and existential angst of the Times obit writers, as they chronicle life after death on the front lines of history.",1.728108,"[{'name': 'Topiary Productions', 'id': 64282}, {'name': 'Green Fuse Films', 'id': 80147}, {'name': 'Imperfect Films', 'id': 89082}, {'name': 'Mystic Artists Films Productions', 'id': 89083}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-26,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An inside look at life on the New York Times obituaries desk.,Obit,5.3,3,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",76498,en,"\"This film is about the \"\"outlaw\"\" country music movement of the 70s",when artists rejected the glossy,gritty music. Guy Clark,David Allen Coe,Charlie Daniels and more are featured. Townes Van Zandt really steals the show,though. Out in his ratty trailer he's shown drinking whiskey and shooting bb guns. He sits down in the kitchen and plays some songs for his girlfriend and his elderly black neighbor,"Uncle Seymour Washington (whose interactions with Townes are amazing) and plays some of the most amazing music you'll ever hear. There are also some great scenes of a little local ensemble playing in a bar. This is a must-see film for fans of Real Country Music™.\"",0.113782,/37l8QPM8F920t420D6VOgz6ptB6.jpg,"[{'name': 'Crimson Productions', 'id': 10220}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,92.0,,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",413049,en,"\"The story of one of the most infamous books ever written, \"\"The Anarchist Cookbook","\"\" and the role it's played in the life of its author","who wrote it at 19 in the midst of the counterculture upheaval of the late '60s and early '70s.\"",1.172089,/a6chKH9EV1txdyElSd8dwAVbiu7.jpg,"[{'name': 'Bow and Arrow Entertainment', 'id': 37432}, {'name': 'Patna Pictures', 'id': 86453}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-02,0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",,American Anarchist,,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",422005,fi,,0.055407,"[{'name': 'Dionysos Films Oy', 'id': 4101}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2016-10-19,0,75.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Tatu and Patu,0.0,0,2016,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",393945,fr,"In the hospital where she works in Brest, France, a lung specialist discovers a direct link between suspicious deaths and state-approved medicine. She fights single-handedly for the truth to come out.",1.730912,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Haut et Court', 'id': 726}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2016-11-18,0,128.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,150 Milligrams,7.4,20,2016,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",297956,en,"Maarten is just a normal 16 year old boy. After school he likes to hang out in the park with his friends, listen to music, game with his best friend Stefan and go to the dance school as often as possible. His favourite dance partner is Roxanne. No one, especially Roxanne, can know that Maarten is chronically ill. He has a serious metabolic disease and is not likely to grow old. Despite of his disease and worried parents, Maarten wants to live life to the fullest. When his body betrays him more often than not, he starts to realise that he may have to give up dancing.",0.274267,[],[],2014-10-30,0,83.0,[],Released,Later starts now,Dansen op de vulkaan,7.2,6,2014,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",464207,en,"William Shatner sits down with scientists, innovators and celebrities to discuss how the optimism of 'Star Trek' influenced multiple generations.",1.075249,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-05-01,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Truth Is in the Stars,7.5,2,2017,0.0
,0,[],425071,en,The Journey of a winemaker trying to find success in the napa valley,0.06055,[],[],2016-11-11,0,82.0,[],Released,,Decanted,0.0,0,2016,0.0
,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",73799,en,"A man and a woman, talking over their relationship.",0.082196,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1999-01-02,0,2.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Other Worlds,4.5,2,1999,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",296779,nl,"A large train station, it might be anywhere in a big city. Waiting passengers, some are curiously observing each other, some are too much involved with their own petty problems to pay attention to anything else. Our man, self- assured, practically undresses some of the woman present with his eyes, at least as long as his wife is absent, trying to get them some coffee. A beauty in blue returns his challenging looks, he can hardly believe it's true. Obviously, it is his lucky day today. By the time his wife returns our man has experienced some astonishing things under the watchful eyes of the fellow passengers. And most probably he will be much more reserved next time he sees a beautiful blonde.",0.563832,"[{'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Regina Ziegler Filmproduktion', 'id': 12994}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1996-10-09,0,28.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,The Waiting Room,8.0,3,1996,0.0
,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",69841,en,They met in Moscow - a shy swineherd Glasha and shepherd Musaib. Long and difficult will be their way to love and a new meeting in this classic Soviet musical comedy.,0.036592,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1941-06-06,0,87.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Swineherd and Shepherd,3.0,1,1941,0.0
,0,[],128268,en,Documentary about Veruschka von Lehndorff.,0.056298,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-09-30,0,52.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]",,,Veruschka: A Life for the Camera,6.0,1,2005,0.0
,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",58763,en,"A lovestruck, lounge-singing darts champion finds his prayers are answered -- literally -- when he mysteriously receives a box of love-inducing darts.",0.940317,[],[],2010-06-12,0,18.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,God of Love,6.7,11,2010,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",40544,en,"\"Studio Ghibli is Japan's most successful animation studio, with helmers Hayao Miyazaki (\"\"Spirited Away","\"\" \"\"Howl's Moving Castle\"\") and Isao Takahata (\"\"My Neighbours the Yamadas\"\") creating a bonanza for producer/prexy Toshio Suzuki. Generously adorned with clips from their films and their influences",complete with public fun park. All interviews are illuminating,"but Miyazaki is teasingly confined to pic's tete-a-tete finale with esteemed French comic artist Jean \"\"Moebius\"\" Giraud. Meeting of the wizened European","whose imprint is on films from \"\"Blade Runner\"\" to \"\"The Fifth Element","\"\" and the apparently relaxed Nipponese helmer makes an interesting contrast","and will be of special interest to Francophiles. All credits are impeccable\"",0.211469,/zmgZagROhrldkhimS8vpDMg6Ioz.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,53.0,,0.0
